1,001,1,63,370337
1,001,2,45,381424
1,001,3,41,397087
1,001,4,76,382766
1,001,5,104,357746
1,001,6,152,324230
1,001,7,164,269404
1,001,8,194,233012
1,001,9,255,218464
1,001,10,400,210447
1,001,11,693,199201
1,001,12,1047,174406
1,001,13,1362,139214
1,001,14,1469,112077
1,001,15,1694,90871
1,001,16,1530,67818
1,001,17,963,44152
1,001,18,550,21452
1,001,19,0,0
2,001,1,58,355661
2,001,2,37,369522
2,001,3,41,383788
2,001,4,71,371978
2,001,5,90,352475
2,001,6,146,327871
2,001,7,216,281964
2,001,8,348,250929
2,001,9,543,237242
2,001,10,856,230024
2,001,11,1111,219105
2,001,12,1211,195647
2,001,13,1247,160508
2,001,14,1319,134110
2,001,15,1378,115819
2,001,16,1267,93553
2,001,17,986,69804
2,001,18,669,39550
2,001,19,0,0
1,002,1,63,370337
1,002,2,43,381424
1,002,3,40,397087
1,002,4,74,382766
1,002,5,101,357746
1,002,6,145,324230
1,002,7,158,269404
1,002,8,171,233012
1,002,9,238,218464
1,002,10,356,210447
1,002,11,637,199201
1,002,12,960,174406
1,002,13,1267,139214
1,002,14,1349,112077
1,002,15,1517,90871
1,002,16,1389,67818
1,002,17,859,44152
1,002,18,468,21452
1,002,19,0,0
2,002,1,58,355661
2,002,2,37,369522
2,002,3,41,383788
2,002,4,68,371978
2,002,5,88,352475
2,002,6,141,327871
2,002,7,213,281964
2,002,8,332,250929
2,002,9,517,237242
2,002,10,817,230024
2,002,11,1055,219105
2,002,12,1148,195647
2,002,13,1172,160508
2,002,14,1244,134110
2,002,15,1286,115819
2,002,16,1149,93553
2,002,17,896,69804
2,002,18,599,39550
2,002,19,0,0
1,003,1,2,370337
1,003,2,0,381424
1,003,3,0,397087
1,003,4,0,382766
1,003,5,3,357746
1,003,6,1,324230
1,003,7,4,269404
1,003,8,5,233012
1,003,9,12,218464
1,003,10,10,210447
1,003,11,16,199201
1,003,12,31,174406
1,003,13,38,139214
1,003,14,21,112077
1,003,15,25,90871
1,003,16,21,67818
1,003,17,9,44152
1,003,18,4,21452
1,003,19,0,0
2,003,1,1,355661
2,003,2,0,369522
2,003,3,0,383788
2,003,4,0,371978
2,003,5,1,352475
2,003,6,2,327871
2,003,7,2,281964
2,003,8,3,250929
2,003,9,2,237242
2,003,10,8,230024
2,003,11,12,219105
2,003,12,8,195647
2,003,13,17,160508
2,003,14,13,134110
2,003,15,7,115819
2,003,16,16,93553
2,003,17,8,69804
2,003,18,9,39550
2,003,19,0,0
1,004,1,1,370337
1,004,2,0,381424
1,004,3,0,397087
1,004,4,0,382766
1,004,5,0,357746
1,004,6,0,324230
1,004,7,0,269404
1,004,8,0,233012
1,004,9,1,218464
1,004,10,0,210447
1,004,11,1,199201
1,004,12,0,174406
1,004,13,2,139214
1,004,14,0,112077
1,004,15,1,90871
1,004,16,2,67818
1,004,17,0,44152
1,004,18,0,21452
1,004,19,0,0
2,004,1,0,355661
2,004,2,0,369522
2,004,3,0,383788
2,004,4,0,371978
2,004,5,0,352475
2,004,6,0,327871
2,004,7,0,281964
2,004,8,0,250929
2,004,9,0,237242
2,004,10,0,230024
2,004,11,0,219105
2,004,12,0,195647
2,004,13,0,160508
2,004,14,0,134110
2,004,15,0,115819
2,004,16,1,93553
2,004,17,0,69804
2,004,18,0,39550
2,004,19,0,0
1,005,1,0,370337
1,005,2,0,381424
1,005,3,0,397087
1,005,4,0,382766
1,005,5,0,357746
1,005,6,0,324230
1,005,7,2,269404
1,005,8,1,233012
1,005,9,2,218464
1,005,10,4,210447
1,005,11,4,199201
1,005,12,10,174406
1,005,13,10,139214
1,005,14,4,112077
1,005,15,4,90871
1,005,16,6,67818
1,005,17,3,44152
1,005,18,1,21452
1,005,19,0,0
2,005,1,0,355661
2,005,2,0,369522
2,005,3,0,383788
2,005,4,0,371978
2,005,5,0,352475
2,005,6,0,327871
2,005,7,0,281964
2,005,8,1,250929
2,005,9,0,237242
2,005,10,2,230024
2,005,11,5,219105
2,005,12,4,195647
2,005,13,5,160508
2,005,14,1,134110
2,005,15,2,115819
2,005,16,7,93553
2,005,17,4,69804
2,005,18,4,39550
2,005,19,0,0
1,006,1,0,370337
1,006,2,0,381424
1,006,3,0,397087
1,006,4,0,382766
1,006,5,0,357746
1,006,6,0,324230
1,006,7,0,269404
1,006,8,1,233012
1,006,9,0,218464
1,006,10,1,210447
1,006,11,0,199201
1,006,12,4,174406
1,006,13,1,139214
1,006,14,1,112077
1,006,15,0,90871
1,006,16,0,67818
1,006,17,1,44152
1,006,18,0,21452
1,006,19,0,0
2,006,1,0,355661
2,006,2,0,369522
2,006,3,0,383788
2,006,4,0,371978
2,006,5,0,352475
2,006,6,0,327871
2,006,7,0,281964
2,006,8,0,250929
2,006,9,0,237242
2,006,10,0,230024
2,006,11,0,219105
2,006,12,1,195647
2,006,13,0,160508
2,006,14,0,134110
2,006,15,0,115819
2,006,16,0,93553
2,006,17,0,69804
2,006,18,0,39550
2,006,19,0,0
1,007,1,0,370337
1,007,2,0,381424
1,007,3,0,397087
1,007,4,0,382766
1,007,5,0,357746
1,007,6,0,324230
1,007,7,2,269404
1,007,8,0,233012
1,007,9,2,218464
1,007,10,3,210447
1,007,11,4,199201
1,007,12,6,174406
1,007,13,9,139214
1,007,14,3,112077
1,007,15,4,90871
1,007,16,6,67818
1,007,17,2,44152
1,007,18,1,21452
1,007,19,0,0
2,007,1,0,355661
2,007,2,0,369522
2,007,3,0,383788
2,007,4,0,371978
2,007,5,0,352475
2,007,6,0,327871
2,007,7,0,281964
2,007,8,1,250929
2,007,9,0,237242
2,007,10,2,230024
2,007,11,5,219105
2,007,12,3,195647
2,007,13,5,160508
2,007,14,1,134110
2,007,15,2,115819
2,007,16,7,93553
2,007,17,4,69804
2,007,18,4,39550
2,007,19,0,0
1,008,1,0,370337
1,008,2,0,381424
1,008,3,0,397087
1,008,4,0,382766
1,008,5,0,357746
1,008,6,0,324230
1,008,7,1,269404
1,008,8,1,233012
1,008,9,0,218464
1,008,10,0,210447
1,008,11,4,199201
1,008,12,8,174406
1,008,13,11,139214
1,008,14,4,112077
1,008,15,3,90871
1,008,16,5,67818
1,008,17,3,44152
1,008,18,2,21452
1,008,19,0,0
2,008,1,0,355661
2,008,2,0,369522
2,008,3,0,383788
2,008,4,0,371978
2,008,5,0,352475
2,008,6,0,327871
2,008,7,0,281964
2,008,8,0,250929
2,008,9,0,237242
2,008,10,1,230024
2,008,11,3,219105
2,008,12,1,195647
2,008,13,6,160508
2,008,14,5,134110
2,008,15,1,115819
2,008,16,2,93553
2,008,17,3,69804
2,008,18,2,39550
2,008,19,0,0
1,009,1,0,370337
1,009,2,0,381424
1,009,3,0,397087
1,009,4,0,382766
1,009,5,0,357746
1,009,6,0,324230
1,009,7,0,269404
1,009,8,0,233012
1,009,9,0,218464
1,009,10,0,210447
1,009,11,0,199201
1,009,12,2,174406
1,009,13,3,139214
1,009,14,0,112077
1,009,15,1,90871
1,009,16,1,67818
1,009,17,0,44152
1,009,18,0,21452
1,009,19,0,0
2,009,1,0,355661
2,009,2,0,369522
2,009,3,0,383788
2,009,4,0,371978
2,009,5,0,352475
2,009,6,0,327871
2,009,7,0,281964
